categories,description,height,length,name,price,sku,stock,tags,weight,width
"bee fly,pokemon",Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,,,Ribombee,100.0,4694,233,"bee fly,ribombee,shield dust",1.1,
"bee fly,pokemon",Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,,,Cutiefly,118.0,3090,23,"bee fly,cutiefly,shield dust",0.4,
"pokemon,woolly crab","It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.",5,5,Crabominable,65.0,3027,188,"crabominable,hyper cutter,woolly crab",396.8,5
"boxing,pokemon","It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.",2,2,Crabrawler,181.0,5483,212,"boxing,crabrawler,hyper cutter",15.4,2
"pokemon,stag beetle",It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,4,4,Vikavolt,88.0,8322,62,"levitate,stag beetle,vikavolt",99.2,4
"battery,pokemon","From the food it digests, it generates electricity, and it stores this energy in its electric sac.",1,1,Charjabug,76.0,8497,21,"battery,charjabug",23.1,1
"larva,pokemon",They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,1,1,Grubbin,77.0,3728,47,"grubbin,larva,swarm",9.7,1
"pokemon,stakeout","It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.",2,2,Gumshoos,123.0,3078,125,"gumshoos,stakeout,strong jaw",31.3,2
"loitering,pokemon","It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.",1,1,Yungoos,159.0,1383,180,"loitering,strong jaw,yungoos",13.2,1
"cannon,pokemon","Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.",3,3,Toucannon,77.0,9306,176,"cannon,keen eye,toucannon",57.3,3
"bugle beak,pokemon","By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.",2,2,Trumbeak,59.0,2185,30,"bugle beak,keen eye,trumbeak",32.6,2
"pokemon,toxic lizard","Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.",3,3,Salazzle,166.0,4114,142,"corrosion,salazzle,toxic lizard",48.9,3
"pokemon,toxic lizard","Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.",2,2,Salandit,158.0,7448,54,"corrosion,salandit,toxic lizard",10.6,2
"illuminating,pokemon","It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.",3,3,Shiinotic,75.0,1758,123,"effect spore,illuminating,shiinotic",25.4,3
"illuminating,pokemon","As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.",,,Morelull,87.0,8895,71,"effect spore,illuminating,morelull",3.3,
"fruit,pokemon","A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.",3,3,Tsareena,186.0,1097,96,"fruit,leaf guard,tsareena",47.2,3
"fruit,pokemon",This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.,2,2,Steenee,27.0,9509,30,"fruit,oblivious,steenee",18.1,2
"fruit,pokemon","Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness.",1,1,Bounsweet,193.0,6963,76,"bounsweet,fruit,oblivious",7.1,1
"pokemon,strong arm",This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,6,6,Bewear,117.0,7159,96,"bewear,klutz,strong arm",297.6,6
"flailing,pokemon",A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.,1,1,Stufful,70.0,6729,69,"flailing,klutz,stufful",15.0,1
"bloom sickle,pokemon",It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,2,2,Lurantis,159.0,1903,269,"bloom sickle,leaf guard,lurantis",40.8,2
"pokemon,sickle grass",They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,1,1,Fomantis,104.0,9109,209,"fomantis,leaf guard,sickle grass",3.3,1
"pokemon,water bubble","Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.",5,5,Araquanid,48.0,8489,281,"araquanid,water bubble",180.8,5
"pokemon,water bubble","When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.",1,1,Dewpider,84.0,1034,23,"dewpider,water bubble",8.8,1
"draft horse,pokemon","Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.",8,8,Mudsdale,111.0,6401,136,"draft horse,mudsdale,own tempo",2028.3,8
"donkey,pokemon","It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.",3,3,Mudbray,96.0,9977,117,"donkey,mudbray,own tempo",242.5,3
"brutal star,pokemon","Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.",2,2,Toxapex,91.0,2160,37,"brutal star,limber,toxapex",32.0,2
"pokemon,posy picker","Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people.",,,Comfey,28.0,1719,266,"comfey,flower veil,posy picker",0.7,
"pokemon,scaly","Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities.",5,5,Kommo-o,170.0,3513,121,"kommo-o,scaly,soundproof",172.4,5
"pokemon,scaly",It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they’re regrown.,3,3,Hakamo-o,57.0,9648,288,"hakamo-o,scaly,soundproof",103.6,3
"pokemon,scaly",They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.,2,2,Jangmo-o,107.0,9665,140,"jangmo-o,scaly,soundproof",65.5,2
"placid,pokemon",This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.,9,9,Drampa,133.0,7808,245,"drampa,placid,sap sipper",407.9,9
"pokemon,roly-poly",The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.,1,1,Togedemaru,45.0,9583,78,"lightning rod,roly-poly,togedemaru",7.3,1
"blast turtle,pokemon",It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.,6,6,Turtonator,117.0,4932,16,"blast turtle,shell armor,turtonator",467.4,6
"drowsing,pokemon",The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.,1,1,Komala,65.0,4350,231,"comatose,drowsing,komala",43.9,1
"pokemon,synthetic","Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known.",7,7,Silvally,133.0,5805,64,"rks system,silvally,synthetic",221.6,7
"pokemon,sea cucumber",These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,1,1,Pyukumuku,97.0,3988,191,"innards out,pyukumuku,sea cucumber",2.6,1
"pokemon,sand castle",Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,4,4,Palossand,187.0,8991,19,"palossand,sand castle,water compaction",551.2,4
"pokemon,sand heap",It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,1,1,Sandygast,131.0,7020,276,"sand heap,sandygast,water compaction",154.3,1
"hard scale,pokemon","It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.",6,6,Golisopod,32.0,6420,10,"emergency exit,golisopod,hard scale",238.1,6
"pokemon,turn tail","Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.",1,1,Wimpod,137.0,2207,87,"turn tail,wimp out,wimpod",26.5,1
"pokemon,teamwork","They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.",6,6,Passimian,182.0,8046,144,"passimian,receiver,teamwork",182.5,6
"pokemon,sage","Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking.",4,4,Oranguru,139.0,6539,241,"inner focus,oranguru,sage",167.6,4
"land spirit,pokemon","As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.",3,3,Tapu-lele,62.0,3073,71,"land spirit,psychic surge,tapu-lele",41.0,3
"land spirit,pokemon",It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.,5,5,Tapu-koko,159.0,9744,215,"electric surge,land spirit,tapu-koko",45.2,5
"poison pin,pokemon","An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.",2,2,Poipole,130.0,1771,21,"beast boost,poipole,poison pin",4.0,2
"gloomdweller,pokemon","It sinks into the shadows of people and Pokémon, where it can understand their feelings and copy their capabilities.",2,2,Marshadow,107.0,1160,250,"gloomdweller,marshadow,technician",48.9,2
"pokemon,prism",Light is apparently the source of its energy. It has an extraordinarily vicious disposition and is constantly firing off laser beams.,7,7,Necrozma,68.0,6307,141,"necrozma,prism,prism armor",507.1,7
"junkivore,pokemon","A dangerous Ultra Beast, it appears to be eating constantly, but for some reason its droppings have never been found.",18,18,Guzzlord,73.0,3767,54,"beast boost,guzzlord,junkivore",1957.7,18
"drawn sword,pokemon","One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade.",1,1,Kartana,197.0,8035,77,"beast boost,drawn sword,kartana",0.2,1
"launch,pokemon",One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.,30,30,Celesteela,151.0,9458,58,"beast boost,celesteela,launch",2204.4,30
"glowing,pokemon","It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity.",12,12,Xurkitree,174.0,3791,120,"beast boost,glowing,xurkitree",220.5,12
"lissome,pokemon","One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world.",5,5,Pheromosa,62.0,4102,254,"beast boost,lissome,pheromosa",55.1,5
"pokemon,swollen",A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.,7,7,Buzzwole,172.0,5256,43,"beast boost,buzzwole,swollen",735.5,7
"parasite,pokemon","One of the Ultra Beasts. It’s unclear whether or not this Pokémon is sentient, but sometimes it can be observed behaving like a young girl.",3,3,Nihilego,67.0,6763,180,"beast boost,nihilego,parasite",122.4,3
"moone,pokemon","Said to live in another world, this Pokémon devours light, drawing the moonless dark veil of night over the brightness of day.",13,13,Lunala,58.0,3888,195,"lunala,moone,shadow shield",264.6,13
"pokemon,sunne","This Pokémon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world.",11,11,Solgaleo,125.0,4928,260,"full metal body,solgaleo,sunne",507.1,11
"land spirit,pokemon","The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness.",4,4,Tapu-fini,123.0,5525,206,"land spirit,misty surge,tapu-fini",46.7,4
"land spirit,pokemon",The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.,6,6,Tapu-bulu,165.0,2204,175,"grassy surge,land spirit,tapu-bulu",100.3,6
"fireworks,pokemon","A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality.",5,5,Blacephalon,149.0,8843,205,"beast boost,blacephalon,fireworks",28.7,5
"pokemon,rampart","When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast.",18,18,Stakataka,190.0,1947,210,"beast boost,rampart,stakataka",1807.8,18
"poison pin,pokemon","One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive.",11,11,Naganadel,30.0,9798,255,"beast boost,naganadel,poison pin",330.7,11
